,attraction_name,link,category,categories,rating,reviews,address,city
3523,gohlpur,https://www.google.com/maps/place/%E0%A4%97%E0%A5%8B%E0%A4%B9%E0%A4%B2%E0%A4%AA%E0%A5%81%E0%A4%B0/data=!4m7!3m6!1s0x3981af1e9b14c9a7:0xd89c30f0b4d314c3!8m2!3d23.1866982!4d79.9379139!16s%2Fg%2F11t_q9xwcs!19sChIJp8kUmx6vgTkRwxTTtPAwnNg?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"5WPQ+M5F gohlpur, Gohalpur, Jabalpur, Madhya Pradesh 482002, India",Jabalpur
3524,Ali nagar,https://www.google.com/maps/place/Ali+nagar/data=!4m7!3m6!1s0x3981af00263bec3f:0xdbe016e19095b343!8m2!3d23.1990873!4d79.9474325!16s%2Fg%2F11vrgsb5p8!19sChIJP-w7JgCvgTkRQ7OVkOEW4Ns?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"5WXW+JXM Ali nagar, Ravindra Nagar, Tapti Nagar, Adhartal, Jabalpur, Madhya Pradesh 482004, India",Jabalpur
3525,Dharhar new waterfall,https://www.google.com/maps/place/Dharhar+new+waterfall/data=!4m7!3m6!1s0x39810744d40754ef:0x4b0b39a80091ed9f!8m2!3d23.2429811!4d80.1198585!16s%2Fg%2F11vdcywds1!19sChIJ71QH1EQHgTkRn-2RAKg5C0s?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"Dharhar new waterfall, new water fall, Sundarpur, Dharhar, Jabalpur, Madhya Pradesh 482005, India",Jabalpur
3526,Jarpal Gate GRC,https://www.google.com/maps/place/Jarpal+Gate+GRC/data=!4m7!3m6!1s0x3981adf4fee4032f:0x1b01d06363a5df33!8m2!3d23.1414119!4d79.9261285!16s%2Fg%2F11vc4yxtcx!19sChIJLwPk_vStgTkRM9-lY2PQARs?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"4WRG+JCH Jarpal Gate GRC, Satyanand Vihar, MCI Colony, Katanga, Jabalpur, Madhya Pradesh 482001, India",Jabalpur
3527,"The Jabalpur Inter State Bus Terminal - Jabalpur City, Madhya Pradesh, India","https://www.google.com/maps/place/The+Jabalpur+Inter+State+Bus+Terminal+-+Jabalpur+City,+Madhya+Pradesh,+India/data=!4m7!3m6!1s0x3981afc5e06c56ed:0x885bb46a714366ec!8m2!3d23.1685786!4d79.9338798!16s%2Fg%2F11vf0fpgng!19sChIJ7VZs4MWvgTkR7GZDcWq0W4g?authuser=0&hl=en&rclk=1",Tourist attraction,Tourist attraction,,,"5W9M+CHJ The Jabalpur Inter State Bus Terminal - Jabalpur City, Madhya Pradesh, India, Awadhpuri, Marhatal, Jabalpur, Madhya Pradesh 482002, India",Jabalpur
3528,"Kharhar ghat, Jabalpur","https://www.google.com/maps/place/Kharhar+ghat,+Jabalpur/data=!4m7!3m6!1s0x3981ab00460bd24b:0x187ebbaffbdc08b1!8m2!3d23.1160373!4d80.0227514!16s%2Fg%2F11ld8hcdwd!19sChIJS9ILRgCrgTkRsQjc-6-7fhg?authuser=0&hl=en&rclk=1",Tourist attraction,Tourist attraction,,,"428F+C46 Kharhar ghat, Jabalpur, Kosamghat, Madhya Pradesh 483001, India",Jabalpur
3529,Nation Travels & Tours,https://www.google.com/maps/place/Nation+Travels+%26+Tours/data=!4m7!3m6!1s0x3981af6c9cac8d4b:0x32983fc59a38243a!8m2!3d23.1647787!4d79.9558267!16s%2Fg%2F11vjgj27jz!19sChIJS42snGyvgTkROiQ4msU_mDI?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"Nation Travels & Tours, Tagore Railway Colony, South Civil Lines, Jabalpur, Madhya Pradesh 482001, India",Jabalpur
3530,Sapta Dungi Caves,https://www.google.com/maps/place/Sapta+Dungi+Caves/data=!4m7!3m6!1s0x3981afca41ff6591:0x8a49f4b73bf389c0!8m2!3d23.2081522!4d79.9892034!16s%2Fg%2F11tfq5wvfm!19sChIJkWX_QcqvgTkRwInzO7f0SYo?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"6X5Q+7M8 Sapta Dungi Caves, Vehicle Factory Estate, Shobhapur, O.F.Khamaria, Jabalpur, Madhya Pradesh 482009, India",Jabalpur
3531,Jabalpur Science Centre,https://www.google.com/maps/place/Jabalpur+Science+Centre/data=!4m7!3m6!1s0x3981b5df9b6bcc03:0x87d6caf0355dfdf3!8m2!3d23.1294237!4d79.8174029!16s%2Fg%2F11v9vklmyq!19sChIJA8xrm9-1gTkR8_1dNfDK1oc?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"4RH8+QX6 Jabalpur Science Centre, Jabalpur, Madhya Pradesh 483053, India",Jabalpur
3532,Handi Khoh,https://www.google.com/maps/place/Handi+Khoh/data=!4m7!3m6!1s0x397e3baa0991cf37:0x260f83888648c4c8!8m2!3d22.4399806!4d78.4250453!16s%2Fg%2F11cs01d_09!19sChIJN8-RCao7fjkRyMRIhoiDDyY?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,2558,"CCQG+X2V Handi Khoh, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3533,RAJENDRA GIRI,https://www.google.com/maps/place/RAJENDRA+GIRI/data=!4m7!3m6!1s0x397e3bed49a3d901:0xd103a0746e2fa048!8m2!3d22.4459813!4d78.4188956!16s%2Fg%2F1tffmrm5!19sChIJAdmjSe07fjkRSKAvbnSgA9E?authuser=0&hl=en&rclk=1,Tourist attraction,"Tourist attraction, Park",4.3,2116,"CCW9+9HR RAJENDRA GIRI, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3534,Silver Fall,https://www.google.com/maps/place/Silver+Fall/data=!4m7!3m6!1s0x397e3a42ff4a4479:0xc8645ea8d2b78137!8m2!3d22.4522676!4d78.4450385!16s%2Fm%2F0ch4m5j!19sChIJeURK_0I6fjkRN4G30qheZMg?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,355,"FC2W+W23 Silver Fall, Madhya Pradesh 461881, India",Pachmarhi
3535,Shri Panch Pandav Caves. Pachmarhi,https://www.google.com/maps/place/Shri+Panch+Pandav+Caves.+Pachmarhi/data=!4m7!3m6!1s0x397e3a4b7769699b:0xd5f0d12484c9241c!8m2!3d22.4583866!4d78.4323268!16s%2Fg%2F1thd06pb!19sChIJm2lpd0s6fjkRHCTJhCTR8NU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,6116,"FC5J+9W4 Shri Panch Pandav Caves. Pachmarhi, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3536,Bee Falls,https://www.google.com/maps/place/Bee+Falls/data=!4m7!3m6!1s0x397e3a3431bebd2f:0x49548879a60ed579!8m2!3d22.4750994!4d78.4072546!16s%2Fg%2F1hjh32p8l!19sChIJL72-MTQ6fjkRedUOpnmIVEk?authuser=0&hl=en&rclk=1,Tourist attraction,"Tourist attraction, Hiking area",4.6,5551,"Bee Falls, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3537,Souvenir Shop,https://www.google.com/maps/place/Souvenir+Shop/data=!4m7!3m6!1s0x397e3bb5fcb71643:0x5269b507a7fa7f04!8m2!3d22.4626451!4d78.4244307!16s%2Fg%2F1261vznq_!19sChIJQxa3_LU7fjkRBH_6pwe1aVI?authuser=0&hl=en&rclk=1,Souvenir store,"Souvenir store, Museum, Tourist attraction",4.1,3919,"Souvenir Shop, 001, Bision Lodge, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3538,Jatashankar Temple,https://www.google.com/maps/place/Jatashankar+Temple/data=!4m7!3m6!1s0x397e3a2c5d95dfc9:0x71da8bfe0e4b77b6!8m2!3d22.4819234!4d78.4396135!16s%2Fg%2F11f0kzwmv_!19sChIJyd-VXSw6fjkRtndLDv6L2nE?authuser=0&hl=en&rclk=1,Hindu temple,"Hindu temple, Tourist attraction",4.6,2295,"FCJQ+QR9 Jatashankar Temple, Jatashankar Rd, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3539,Pachmarhi Hill Station,https://www.google.com/maps/place/Pachmarhi+Hill+Station/data=!4m7!3m6!1s0x397e3b84e0b36b3b:0x92e939ff0a56c996!8m2!3d22.4727129!4d78.4277903!16s%2Fg%2F11h3bg4pv0!19sChIJO2uz4IQ7fjkRlslWCv856ZI?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,1743,"FCFH+34M Pachmarhi Hill Station, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3540,"Priyadarshini Point, Pachmarhi","https://www.google.com/maps/place/Priyadarshini+Point,+Pachmarhi/data=!4m7!3m6!1s0x397e3b1b4f23fe55:0x21b7ae3cbc8810cd!8m2!3d22.427389!4d78.423034!16s%2Fg%2F11cssvrmcy!19sChIJVf4jTxs7fjkRzRCIvDyutyE?authuser=0&hl=en&rclk=1",Tourist attraction,Tourist attraction,4.4,1096,"CCGF+X63 Priyadarshini Point, Pachmarhi, Hoshangabad, Madhya Pradesh 461881, India",Pachmarhi
3541,Apsara Vihar,https://www.google.com/maps/place/Apsara+Vihar/data=!4m7!3m6!1s0x397e3a5b447d381d:0xf3c1f0cc99136c01!8m2!3d22.4542045!4d78.4461889!16s%2Fg%2F12632mwyt!19sChIJHTh9RFs6fjkRAWwTmczwwfM?authuser=0&hl=en&rclk=1,Tourist attraction,"Tourist attraction, Hiking area",4.4,461,"FC3W+MFP Apsara Vihar, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3542,Begum Palace,https://www.google.com/maps/place/Begum+Palace/data=!4m7!3m6!1s0x397e3a206d0504c3:0x265f3632eee0ca2e!8m2!3d22.4878107!4d78.4509003!16s%2Fg%2F11c54629b5!19sChIJwwQFbSA6fjkRLsrg7jI2XyY?authuser=0&hl=en&rclk=1,Ruin,"Ruin, Castle",3.9,198,"FFQ2+49C Begum Palace, Madhya Pradesh State Highway 19A, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3543,Panchmarhi Hill Station,https://www.google.com/maps/place/Panchmarhi+Hill+Station/data=!4m7!3m6!1s0x397e3bad50054903:0x4e5f07d48ae1b44d!8m2!3d22.4688932!4d78.417215!16s%2Fg%2F11g_z1y2jf!19sChIJA0kFUK07fjkRTbThitQHX04?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,192,"FC98+HV4 Panchmarhi Hill Station, Unnamed Road, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3544,Amba Mai,https://www.google.com/maps/place/Amba+Mai/data=!4m7!3m6!1s0x397e3a20637c987f:0xae9aeb223edb1832!8m2!3d22.4882475!4d78.4497964!16s%2Fg%2F12636rdy3!19sChIJf5h8YyA6fjkRMhjbPiLrmq4?authuser=0&hl=en&rclk=1,Hindu temple,"Hindu temple, Tourist attraction",4.6,168,"FCQX+7WV Amba Mai, SH 19A, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3545,Reechgarh Abode Of Bears,https://www.google.com/maps/place/Reechgarh+Abode+Of+Bears/data=!4m7!3m6!1s0x397e3bf14f4c2f31:0x5103897d08973a9e!8m2!3d22.4677875!4d78.3905781!16s%2Fg%2F11g9m69ymz!19sChIJMS9MT_E7fjkRnjqXCH2JA1E?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,157,"F99R+468 Reechgarh Abode Of Bears, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3546,Dutchess Fall,https://www.google.com/maps/place/Dutchess+Fall/data=!4m7!3m6!1s0x397e3bfaa2ae2ea1:0x7848a62166e457a1!8m2!3d22.4706257!4d78.3866214!16s%2Fg%2F11bzrptfyq!19sChIJoS6uovo7fjkRoVfkZiGmSHg?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,149,"F9CP+7J5 Dutchess Fall, Pachmarhi, Jambu Deep, Madhya Pradesh 461881, India",Pachmarhi
3547,"Vaidehi Mata Sita Cave, Chouragarh Hill","https://www.google.com/maps/place/Vaidehi+Mata+Sita+Cave,+Chouragarh+Hill/data=!4m7!3m6!1s0x397e3adfb641d0c1:0xabda758808b4c80f!8m2!3d22.4152996!4d78.4321157!16s%2Fg%2F11clwnmqqk!19sChIJwdBBtt86fjkRD8i0CIh12qs?authuser=0&hl=en&rclk=1",Historical place,"Historical place, Tourist attraction",4.4,126,"CC8J+4R9 Vaidehi Mata Sita Cave, Chouragarh Hill, chuoragarh road, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3548,Pachmarhi Catholic Church,https://www.google.com/maps/place/Pachmarhi+Catholic+Church/data=!4m7!3m6!1s0x397e3a357257cb0f:0x27ef4d5e34720e81!8m2!3d22.4652793!4d78.4319691!16s%2Fg%2F1tjgysdf!19sChIJD8tXcjU6fjkRgQ5yNF5N7yc?authuser=0&hl=en&rclk=1,Catholic church,"Catholic church, Tourist attraction",4.3,125,"FC8J+4Q9 Pachmarhi Catholic Church, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3549,Pandava Garden,https://www.google.com/maps/place/Pandava+Garden/data=!4m7!3m6!1s0x397e3b4e294d0411:0xaf6fa1f21541a4cf!8m2!3d22.4594494!4d78.4318261!16s%2Fg%2F11ghqc7x8g!19sChIJEQRNKU47fjkRz6RBFfKhb68?authuser=0&hl=en&rclk=1,Garden,Garden,4.4,108,"FC5J+QPG Pandava Garden, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3550,Black Monument(Vatsalya),https://www.google.com/maps/place/Black+Monument%28Vatsalya%29/data=!4m7!3m6!1s0x397e3bbb52d5bb4b:0xfa9030eac3b5a9cf!8m2!3d22.4471244!4d78.4082698!16s%2Fg%2F1261dgh6c!19sChIJS7vVUrs7fjkRz6m1w-owkPo?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,66,"CCW5+R8R Black Monument(Vatsalya), Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3551,Pachmarhi Hill,https://www.google.com/maps/place/Pachmarhi+Hill/data=!4m7!3m6!1s0x397e3b2323ddd1a9:0xd3860fcdfe01b00c!8m2!3d22.4697034!4d78.4244381!16s%2Fg%2F11p0vr1yfs!19sChIJqdHdIyM7fjkRDLAB_s0PhtM?authuser=0&hl=en&rclk=1,Hiking area,Hiking area,4.7,46,"FC9F+VQP Pachmarhi Hill, Unnamed Road, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3552,Sangam Point Panchmarhi,https://www.google.com/maps/place/Sangam+Point+Panchmarhi/data=!4m7!3m6!1s0x397e3b766c138faf:0xb3beb3e9a22fe41c!8m2!3d22.4363042!4d78.4002841!16s%2Fg%2F11fy2q04mj!19sChIJr48TbHY7fjkRHOQvoumzvrM?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.1,30,"CCP2+G4F Sangam Point Panchmarhi, Near Bharat Scout Guide Adventure, Pachmarhi, Madhya Pradesh, India",Pachmarhi
3553,"Sunset Point, Pachmarhi","https://www.google.com/maps/place/Sunset+Point,+Pachmarhi/data=!4m7!3m6!1s0x397e3be0bb5bb915:0xad64e24bd964163e!8m2!3d22.4674463!4d78.4345854!16s%2Fg%2F11r_y6g_mb!19sChIJFblbu-A7fjkRPhZk2UviZK0?authuser=0&hl=en&rclk=1",Tourist attraction,Tourist attraction,4.6,29,"Sunset Point, Pachmarhi, Babu Line, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3554,View point,https://www.google.com/maps/place/View+point/data=!4m7!3m6!1s0x397e3bfb09977d9d:0x10e53b1f52e5f8a6!8m2!3d22.4454579!4d78.4187378!16s%2Fg%2F11fmf19h3w!19sChIJnX2XCfs7fjkRpvjlUh875RA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,16,"CCW9+5FQ View point, Unnamed Road, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3555,White Monument (Eklavya),https://www.google.com/maps/place/White+Monument+%28Eklavya%29/data=!4m7!3m6!1s0x397e3bf1cfabd5ed:0xb3fe317f729e05a4!8m2!3d22.4591733!4d78.3970293!16s%2Fg%2F11r22sttmb!19sChIJ7dWrz_E7fjkRpAWecn8x_rM?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.1,15,"F95W+MR6 White Monument (Eklavya), Unnamed Road, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3556,Panchaaranya,https://www.google.com/maps/place/Panchaaranya/data=!4m7!3m6!1s0x397e3baca87feca7:0x53822c578a2b2fe4!8m2!3d22.4630519!4d78.4267945!16s%2Fg%2F11sdd3m003!19sChIJp-x_qKw7fjkR5C8rilcsglM?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.9,14,"FC7G+4MV Panchaaranya, Mahadev Rd, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3557,Lake View... Zill point,https://www.google.com/maps/place/Lake+View...+Zill+point/data=!4m7!3m6!1s0x397e3b7f6ea0b2b5:0x73e4b966dfc12fc!8m2!3d22.4585817!4d78.4190683!16s%2Fg%2F11smdr4scx!19sChIJtbKgbn87fjkR_BL8bZZLPgc?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,13,"FC59+CHP Lake View... Zill point, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3558,STARGAZING PACHMARHI,https://www.google.com/maps/place/STARGAZING+PACHMARHI/data=!4m7!3m6!1s0x397e3b6ab7df53cd:0x121cc20c8227eb0b!8m2!3d22.4570444!4d78.4124729!16s%2Fg%2F11l75t8171!19sChIJzVPft2o7fjkRC-snggzCHBI?authuser=0&hl=en&rclk=1,Tourist attraction,"Tourist attraction, Tour agency, Tour operator, Tourist information center",5,13,"STARGAZING PACHMARHI, Prakrat, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3559,I love pachmari,https://www.google.com/maps/place/I+love+pachmari/data=!4m7!3m6!1s0x397e3bd60a89a4d9:0xd42b071ee4a33b88!8m2!3d22.4643406!4d78.424262!16s%2Fg%2F11q8hfj_jt!19sChIJ2aSJCtY7fjkRiDuj5B4HK9Q?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,9,"FC7F+PPJ I love pachmari, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3560,Gogo view point,https://www.google.com/maps/place/Gogo+view+point/data=!4m7!3m6!1s0x397e3bbe8da15b75:0x4bf1d9b4c4278fd9!8m2!3d22.4216738!4d78.4205952!16s%2Fg%2F11sm7by79q!19sChIJdVuhjb47fjkR2Y8nxLTZ8Us?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,9,"CCCC+M6 Gogo view point, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3561,Point Of Attraction,https://www.google.com/maps/place/Point+Of+Attraction/data=!4m7!3m6!1s0x397e3be8438f3b2d:0x2f6be8a3a2f4ad!8m2!3d22.474473!4d78.4346232!16s%2Fg%2F11h7llz1n6!19sChIJLTuPQ-g7fjkRrfSio-hrLwA?authuser=0&hl=en&rclk=1,Park,Park,4.5,8,"Point Of Attraction, Bus Stand, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3562,Pachmarhi,https://www.google.com/maps/place/Pachmarhi/data=!4m7!3m6!1s0x397e3bce6dde659b:0x7db46e52645a539b!8m2!3d22.4674463!4d78.4345854!16s%2Fg%2F11krhn6fhn!19sChIJm2Xebc47fjkRm1NaZFJutH0?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3.7,6,"FC8M+XRG Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3563,Rajat waterfall,https://www.google.com/maps/place/Rajat+waterfall/data=!4m7!3m6!1s0x397e3b9bab2a2837:0xaa21f8157d3e5869!8m2!3d22.4674463!4d78.4345854!16s%2Fg%2F11sqd261t_!19sChIJNygqq5s7fjkRaVg-fRX4Iao?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,6,"FC8M+XRG Rajat waterfall, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3564,Buddha Point Pachmarhi Hills,https://www.google.com/maps/place/Buddha+Point+Pachmarhi+Hills/data=!4m7!3m6!1s0x397e3bc329b2915f:0x5e9f31ec1422fef!8m2!3d22.4343078!4d78.4264726!16s%2Fg%2F11s64t1x77!19sChIJX5GyKcM7fjkR7y9CwR7z6QU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4,6,"CCMG+PH Buddha Point Pachmarhi Hills, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3565,Shiv Temple Cave Gufa Chota Mahadev Pachmarhi,https://www.google.com/maps/place/Shiv+Temple+Cave+Gufa+Chota+Mahadev+Pachmarhi/data=!4m7!3m6!1s0x397e3b36152559cf:0x4250dc082bd2c2a7!8m2!3d22.4773383!4d78.4112255!16s%2Fg%2F11fkf29md7!19sChIJz1klFTY7fjkRp8LSKwjcUEI?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,5,"FCG6+WFQ Shiv Temple Cave Gufa Chota Mahadev Pachmarhi, Badkachhar, Madhya Pradesh 461881, India",Pachmarhi
3566,Tapka pani,https://www.google.com/maps/place/Tapka+pani/data=!4m7!3m6!1s0x397e3b605f6f7177:0x5cae5219a5772eac!8m2!3d22.4148666!4d78.433493!16s%2Fg%2F11q572tfrf!19sChIJd3FvX2A7fjkRrC53pRlSrlw?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.5,4,"CC7M+W9X Tapka pani, chuoragarh road, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3567,Camp site pachmarhi,https://www.google.com/maps/place/Camp+site+pachmarhi/data=!4m7!3m6!1s0x397e3bd3119c8815:0xe13a87714cf0b481!8m2!3d22.4876505!4d78.4507191!16s%2Fg%2F11rrq5_zlh!19sChIJFYicEdM7fjkRgbTwTHGHOuE?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3,2,"FFQ2+379 Camp site pachmarhi, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3568,Humarahi pachmarhi,https://www.google.com/maps/place/Humarahi+pachmarhi/data=!4m7!3m6!1s0x397e3b84faf4eb9d:0xb2677318c6cd70a2!8m2!3d22.4674463!4d78.4345854!16s%2Fg%2F11h5mmyrkr!19sChIJnev0-oQ7fjkRonDNxhhzZ7I?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,1,"FC8M+XRG Humarahi pachmarhi, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3569,Pachmadhi,https://www.google.com/maps/place/Pachmadhi/data=!4m7!3m6!1s0x397e3b2269c475ed:0xa2a50f1d42eb1b60!8m2!3d22.4744051!4d78.4384507!16s%2Fg%2F11ksl0ptcg!19sChIJ7XXEaSI7fjkRYBvrQh0PpaI?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"FCFQ+Q98 Pachmadhi, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881, India",Pachmarhi
3570,Mount Dhoopgarh,https://www.google.com/maps/place/Mount+Dhoopgarh/data=!4m7!3m6!1s0x397e3b0067ed806b:0x50762ba322ca625c!8m2!3d22.4674463!4d78.4345854!16s%2Fg%2F11lcggm80h!19sChIJa4DtZwA7fjkRXGLKIqMrdlA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"FC8M+XRG Mount Dhoopgarh, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3571,View Point 1,https://www.google.com/maps/place/View+Point+1/data=!4m7!3m6!1s0x397e3b17a05b94eb:0xa66f441231e33a3d!8m2!3d22.4674463!4d78.4345854!16s%2Fg%2F11v3q62vrl!19sChIJ65RboBc7fjkRPTrjMRJEb6Y?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"FC8M+XRG View Point 1, Pachmarhi, Madhya Pradesh 461881, India",Pachmarhi
3572,Riverfront Flower Park,https://www.google.com/maps/place/Riverfront+Flower+Park/data=!4m7!3m6!1s0x395e845407c3c401:0xe717856ce4b63bda!8m2!3d23.0164618!4d72.5733581!16s%2Fg%2F1ygb8n0rj!19sChIJAcTDB1SEXjkR2ju25GyFF-c?authuser=0&hl=en&rclk=1,Park,"Park, Tourist attraction",4.5,38630,"Riverfront Flower Park, Riverfront Rd, Ellisbridge, Ahmedabad, Gujarat 380006, India",Ahmedabad
3573,Teen Darwaza,https://www.google.com/maps/place/Teen+Darwaza/data=!4m7!3m6!1s0x395e844105aa3967:0xb8a0d148f01122b2!8m2!3d23.0243941!4d72.584551!16s%2Fm%2F012n5mmf!19sChIJZzmqBUGEXjkRsiIR8EjRoLg?authuser=0&hl=en&rclk=1,Historical landmark,"Historical landmark, Tourist attraction",4.3,35630,"Teen Darwaza, Gandhi Rd, Old City, Bhadra, Ahmedabad, Gujarat 380001, India",Ahmedabad
3574,Sabarmati Ashram,https://www.google.com/maps/place/Sabarmati+Ashram/data=!4m7!3m6!1s0x395e8479e05f1901:0x16cbb1101e5729a3!8m2!3d23.0607723!4d72.5808868!16zL20vMDRiYmNk!19sChIJARlf4HmEXjkRoylXHhCxyxY?authuser=0&hl=en&rclk=1,Ashram,"Ashram, Historical place museum, Museum, Tourist attraction",4.6,35221,"Sabarmati Ashram, Gandhi Smarak Sangrahalaya, Ashram Rd, Ahmedabad, Gujarat 380027, India",Ahmedabad
3575,Sabarmati Riverfront,https://www.google.com/maps/place/Sabarmati+Riverfront/data=!4m7!3m6!1s0x395e845178057517:0xf37fb13e213a6359!8m2!3d23.0234539!4d72.5766408!16zL20vMGQ1M3Rr!19sChIJF3UFeFGEXjkRWWM6IT6xf_M?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,10039,"2HFG+9MJ Sabarmati Riverfront, Sabarmati Riverfront Walkway E, Old City, Lal Darwaja, Ahmedabad, Gujarat 380001, India",Ahmedabad
3576,Atal Bridge,https://www.google.com/maps/place/Atal+Bridge/data=!4m7!3m6!1s0x395e851160cbbd9d:0xd1c9cee8aae0e0be!8m2!3d23.0164486!4d72.5755176!16s%2Fg%2F11t724805m!19sChIJnb3LYBGFXjkRvuDgqujOydE?authuser=0&hl=en&rclk=1,Tourist attraction,"Tourist attraction, Bridge",4.5,7487,"Atal Bridge, Sabarmati Riverfront Walkway W, Narayan Nagar Society, Kocharab, Paldi, Ahmedabad, Gujarat 380007, India",Ahmedabad
3577,Nagina Wadi,https://www.google.com/maps/place/Nagina+Wadi/data=!4m7!3m6!1s0x395e85c4e2f147b3:0x1ef854fb1a8f9c1c!8m2!3d23.005852!4d72.6012075!16s%2Fg%2F12qf578vh!19sChIJs0fx4sSFXjkRHJyPGvtU-B4?authuser=0&hl=en&rclk=1,Theme park,"Theme park, Park, Tourist attraction",4.4,4525,"Nagina Wadi, Nr.Kankaria Lake, Front Gate No.6, Gujarat 380002, India",Ahmedabad
